"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00090",8616.1362781465,117366.547320295,442525.360841236,561171.484345762,75203.8715821365,79986.215510871,689403.950385258,143201.899096153,353280.079625196,219993.027829928,9512.13942876522,490841.942575062,463270.822789739,223125.365326145,15728.8983753887,27109.3329347279,179903.711982035,366112.294109446,76964.3497527355,138538.271361184
"P00091",122205.372696668,80907.1723746439,46470.2965166661,4232227.91266723,2181190.59677753,67223.6541527539,528413.138374059,5568733.22691629,907889.615568585,193893.056308757,180227.38122252,558027.824679398,376172.44458096,133420.434643926,109316.199484573,436094.387295863,204228.981931834,211571.030724082,271038.28932594,209871.783060115
"P00092",1079162.4103082,40354.6658986483,234402681.163313,2265681.51487574,64096623.1642349,2661151.37441043,67584443.3749315,42423316.664576,6411003.96712529,60225.4547334811,7176137.31566209,666224.226775114,332437.18556769,185502.053240954,22829069.2491513,13195249.227987,205537.640927863,68016091.3177844,96008175.4745988,278566.830631866
"P00093",63816.6172581017,87355.622999658,532907.259410619,3438857.94527884,1280176.65964889,248241.087288631,641955.049291187,413076.988981424,976379.656308832,210285.88481677,168302.153396159,548722.374771357,384753.980262371,144283.316888235,388712.900595918,215673.031362685,190501.237845099,1776114.58019006,364397.252024048,197068.659022521
"P00094",118610.609844833,96947.5520630741,84863.8222449875,356213.281055814,1018811.81526896,48018.9491473716,1590091.13741852,284993.983577431,2411806.86437826,191425.143624989,481243.90565582,544316.593698606,394311.488347725,186432.022820225,349901.899421652,428935.861749527,200317.394585118,656110.889229128,1124328.38661324,190362.189012
"P00095",904.667441323617,118194.351220287,190.836198335448,93027.3385545364,1889.75031239607,19309.7818957755,3348.36316621099,48465.1285341895,10249.9206893328,325413.811037814,248.933906603232,349254.464622259,80339.2470722075,162351.269329398,636.663386405805,13302.532576944,15452.36238363,209790.378140375,339.413673302356,91200.4269147983
"P00096",57448.2668656398,74043.6174015979,9825570.12132928,3239633.26193309,8707310.94719512,671536.835499242,5833862.62879838,1569160.48747311,6472788.69050425,145513.890777645,258532.151928592,581152.240827761,413694.610333752,151394.616911247,916820.741915927,351242.427825925,183276.439857983,4990546.39735923,10612321.4022347,229980.455511796
"P00097",35435.7529053135,104246.510999187,84221.2819070985,1045623.72777951,262254.256404816,32892.8326210074,769762.412915778,104194.556485751,1233911.66919901,299626.043060224,31126.905151978,342316.078509109,456303.610323443,205582.071912344,13959.811145583,76844.2637435697,184075.362802307,59715.9048236589,47970.7211604574,132071.498199925
"P00098",52265.0121249669,117381.715540469,345317.683257697,527331.066185625,621581.697429267,87752.586877857,1083956.20817201,833331.799298287,1092078.16359793,227609.402505107,66691.0331241078,475745.582464569,435308.177930781,210265.5551875,144482.7650568,97000.3911969417,155901.412977298,551159.943971753,119502.782466023,115879.775743289
"P00099",113263.408466378,94053.471561785,1998502.43890428,14736657.3332177,4131330.57796433,357614.206859361,6134444.8038868,48435668.9629795,2412785.82646971,223314.762033995,2664080.93765714,566900.221211575,379665.850558271,173364.46009167,68549.0142305359,228247.54570618,205744.658319157,1648996.92955069,949372.090672122,197519.699613417
"P00100",31306.795896313,37677.7200967876,11551154.3726081,2566470.98115436,2407596.55212155,729708.765967234,43136429.7216077,2392695.69810376,4691682.55831414,77548.3907522747,1090510.59820618,559203.588991316,426734.274691962,133986.103320685,479978.694174575,11849139.2496986,204067.239881971,2165079.59705547,8375877.61902344,186781.712598786
"P00101",27292.5781445619,118289.571555216,1774870.59653287,1406065.07239248,558917.840286779,124075.893310953,253668.108490036,738600.895745679,333842.158616537,303232.571664632,54440.5533180255,310828.314735718,457484.230745832,163841.221680045,7297.56742726362,75995.3534177231,149049.581146621,130123.786416739,78798.3089424587,121938.285173461
"P00102",14894.056573856,107180.72094728,334148.902624732,178607.143128492,179015.399648445,248829.355811235,153391.368902048,55535.2152582715,744872.924176903,182873.948632494,74358.936578219,497921.899325186,449824.531132249,212406.33471941,39293.0057407141,132438.238668703,159282.995172148,356620.541195013,133787.504596581,145717.38031733
"P00103",12140.4428510673,109717.675784913,177127.912060662,496695.35623218,315800.870172795,39365.055123215,283306.492171631,316038.059578065,655814.205684843,186037.978444441,9802.25201064374,437344.515732399,473592.836454904,218003.867772494,7304.41983577457,45337.058322827,157036.767741238,79340.2030930672,224974.433403401,125573.383049948
"P00104",167626.07259779,52493.0864182782,6933138.09019457,10445889.0739017,3479620.73372176,197553.139553048,27113702.9584918,25610069.7544555,3495729.00611704,189386.283676331,5708185.7626965,582713.59538985,311029.32647064,92778.2873336718,459454.99560209,9989585.29166418,206759.92513939,4204851.8475485,2245021.34512095,284601.409229742
"P00105",33414.5583235256,117822.804380065,140584.499265742,111990.617861607,154458.096023034,78731.8644815293,496588.620698848,127216.067605956,587426.519146362,284778.151167561,48738.4025964541,452811.399932665,467162.686591015,222058.858381418,85197.0033879686,47276.2850889175,127487.259162451,553539.526094447,168553.874471342,139467.519962786
"P00106",28746.6892033585,118316.849166825,631299.260492481,4511226.34904907,490286.693049499,40817.9355720548,2110897.40435454,1157608.3572783,782810.216488207,315326.727695089,60580.8478019902,499080.286008431,421230.092014341,182157.994398055,8016.30256701719,565705.487368687,193647.004076897,458139.467008475,150566.949386527,135561.161258593
"P00107",1270821.10625019,31206.8137350756,893880401.527359,89240151.6149147,33166892.6844791,3604263.0916336,119359381.237576,1085897268.96874,39074599.2910885,47116.2973064552,63269868.0577133,663398.719877429,228704.106543245,64405.2359147456,22856755.6784604,134191388.271936,206697.090156039,59809854.319006,71433632.5924085,318424.333039049
"P00108",144419.212523087,54015.1372446446,9964413.72654358,19673934.7875041,1268286.71124275,299391.139756553,17044949.5447369,1287824.78563768,4488909.78727381,213859.304181234,2067633.66270712,613473.286632274,278805.261119088,111044.286871929,469845.225835506,4183170.68387157,191702.505110814,2164204.67689882,712009.248261073,217325.122292046
"P00109",13502.9340877402,116146.18064859,278045.263220987,1379601.25270533,200109.332520965,25905.3051633967,669264.34546056,178691.652876724,2153570.34028092,254960.955806654,63766.0555333737,438906.924007368,476536.486859513,212805.113183835,21309.3490126031,30684.5075632794,179863.795565035,134563.888573046,11660.7293344485,133634.434048872
"P00110",529310.242376396,77865.7427542781,7467502.04823974,1956031.30127985,7984150.94805381,919419.430369727,21951289.5778886,8811624.21917545,5955170.85459709,150724.397290647,12586436.2134047,577017.642776499,295567.486010962,118769.907852995,124549.004380951,6523071.63332306,206452.853111982,3339693.02426105,1342292.56246088,254521.241407495
"P00111",111433.305680423,109070.441165685,660078.736386456,592792.671785992,841044.320179472,313185.959395893,707561.133736747,708973.379022366,1033930.36211467,195107.484331125,31180.7602417257,559352.969491987,442469.923732208,205003.832718202,69985.4121536805,269339.80428832,130387.214682612,1026180.32774476,1112053.36737395,121009.257487437
"P00112",31921.9396134597,94189.5903486302,1090008.00866535,2535201.5727719,249645.473650333,64509.2545362757,3195191.71472191,925366.208972668,1400206.07428341,268423.527787267,52002.6697487372,482335.753011572,431798.867404806,194750.747059556,8805.33633531585,68731.6444426556,187510.109305377,355515.670178431,1507019.08428279,184657.303014315
"P00113",123695.716160116,56665.9899100979,4014888.70517939,1726549.88853916,1044394.96783507,268274.152373217,4826947.98265993,2001032.51303041,938394.155238051,119560.337609267,292771.943012876,556890.706837355,471243.84649206,162965.917049155,1043306.20390912,3601232.77071398,194526.416666075,1764478.09354798,795342.376259717,174732.663284885
"P00114",239269.674488005,47861.977472211,68585995.6880691,6190272.72865454,18801387.9720163,3341340.57051376,59486387.4095087,38533620.2666658,3852616.42522497,66255.9034317896,16304777.6600455,642899.662479265,206539.861017781,116789.158630086,12314797.379515,23780325.7129664,206804.17720398,17465187.0490611,11578588.8512158,307437.414275279
"P00115",11922.8495572019,92067.4099988754,148982.468184291,323439.038756914,787777.962847351,121540.892891451,194361.604636128,56048.9602770036,412100.820864894,209729.966103943,26655.8691482502,458041.145645437,442546.523380904,211862.349190246,73761.0296447575,33712.1417455702,176366.137229799,712785.416725178,327209.929287735,111015.095193131
"P00116",33919.6476492741,70585.8705721407,93404.1845597132,1111890.0881278,128590.285046518,231874.183192939,211536.793424392,46231.7246571406,1694395.39817583,319812.315240917,208878.559398531,536506.228760209,439737.012346418,138462.300584548,95661.6294969815,116335.333755728,160140.208337916,235627.014173627,255428.346286745,147227.355240384
"P00117",123504.548698436,73544.9153501488,15905871.6385388,2959628.5833327,2759393.46700838,769903.661509327,4759205.5684648,21832276.0158892,1554176.39265196,124511.876186955,1515506.90319627,587922.754062194,390024.437229063,151429.639678968,3176725.87760562,7927717.0055431,205837.455998394,17865451.1821826,2285919.54014939,210795.008738432
"P00118",12773.6187309613,115281.627514355,7359.11059160537,1210886.70978244,58948.0279290805,14970.1701087024,339423.264685662,94483.4509898232,658920.444152166,318803.618334932,26058.0027981491,275630.12848687,469005.956344101,209786.338685887,2610.96248914119,136132.000246705,192476.079433149,89760.8332818841,12129.9916330996,154802.046580861
"P00119",23162.547707634,118036.872692046,379862.550869013,807521.957774573,253530.515088892,29863.4489337887,3001608.66340432,43879.4090718706,527470.581282111,321727.723478804,170464.064373943,435554.403934415,401223.758735558,190902.744116346,19708.0890968218,773383.043015125,174153.91029211,138581.027498334,136467.212874509,171976.597901768
"P00120",178306.269312715,66030.0606435257,15046371.6287813,4116304.99334772,24299390.0519341,881669.432067586,14570272.4671004,10890489.9925671,6823969.11377759,52980.6549506953,7255540.57983831,592967.252607451,338901.071219663,92532.3704845466,1559392.26943971,8961347.66094216,206003.887820265,9097862.03295131,3753360.99590911,189393.133011429
"P00121",6095.88982320377,114951.629319221,29579.4242111557,814782.560764606,34862.2388715923,21027.2249152822,561057.564492337,54749.4481387131,231444.545039351,312182.81183298,5507.90691441816,251473.437713447,451548.072030084,222668.991023562,2734.34771287984,138530.348808949,159650.263703786,61524.4972320182,31417.3328940056,81587.0483149708
"P00122",147586.969802293,32294.8665534337,46658595.2356002,14247389.6783789,15279228.0300771,6733405.22373322,356590482.218377,2293074.02328596,16504820.064312,74006.7563802193,18038027.046218,634257.17066937,457426.49825877,89249.9887910792,5398069.66653272,13431240.1755005,206102.485156322,21104154.4320541,57343346.554544,316154.414993842
"P00123",711906.977805274,45049.7232487902,125708045.866659,7296590.59909836,1571467.37346959,2413775.22329933,7729311.82985311,5063442.40986868,3849216.0678271,76369.0399916398,2196618.08447164,618093.484102897,412963.374090088,149954.060138382,13172114.0733238,5241411.3948393,200541.229629887,6406988.69382424,155082935.216183,228955.36892695
"P00124",71663.0733106448,47098.902691611,2140910.63468308,736070.91771546,1200335.31921778,157314.843720088,2144795.67397722,1707688.26795893,2938203.11143437,72220.6506863385,93015.22723378,594810.276309191,356905.578157209,197913.868545462,178920.873226449,1522072.01982989,200083.516817003,4384363.1347646,22146255.9914835,212436.436672662
"P00125",55968.3507199524,69627.3229713819,2302551.57533316,3105027.10753173,3241665.48524862,572536.76712934,1398984.66733333,15265025.3966319,1976502.10397549,174758.393540894,1544659.55030377,572127.234273669,311699.226144751,158381.104136504,1101578.63964154,4404208.9525975,205891.072763407,1464706.58179151,16355901.2438868,246954.21535397
"P00126",271610.366772849,60504.0314819934,4377643.9270313,6291871.07035161,3642460.7915466,1590344.10327937,65910780.0049527,3542417.68172803,5940207.38824248,109841.160599485,2602402.67955262,551972.306664913,305246.749761972,136199.137704412,2088094.86059268,4159281.47604136,205742.485727885,4778045.48554448,3264721.6335622,231708.411528418
"P00127",81050.3336631233,49991.1332603477,20100604.27297,22742106.4850638,3961702.57228503,157500.984532484,4592319.59572991,3693965.15946942,5540558.00797216,173782.093611118,776100.222369354,567078.102725829,298567.853669677,105897.386908388,337031.475247846,5844601.31432195,206830.57510276,1792025.50394309,406636.537980542,226892.38483879
"P00128",33084.9782323327,114655.780513491,38514.5353741874,66753.8478967094,300777.395931998,148073.044649223,338119.3197503,46782.9190273262,1240313.34040705,234314.695342048,26431.3121481167,445625.626349068,479619.198555938,210166.703773823,49752.9752451068,72027.3962552068,155866.64616657,328273.297090957,79783.9130444865,98823.6894979511
"P00129",4123720.90340806,25332.892018929,2138392772.28675,54736560.3515109,49773263.5493285,13673722.9247377,739697261.905955,409693205.21066,35053940.4146257,31101.6658095016,33451780.6740724,768862.517461777,167298.130901032,102689.054873171,176455261.274805,76590061.6224885,205605.720341283,226780241.785489,124274754.516772,355250.766974311
"P00130",23181.6696064121,91085.2328649331,506116.304579525,1527634.50083993,1478560.07131082,103333.777716891,848602.131257724,31338.4749508714,632352.897366585,272486.84773144,61332.7562058285,423667.762156232,478045.895005665,215180.610617021,8401.65716521229,37950.3027533279,143863.102918633,174880.366793961,1476192.50753213,159930.102172479
