"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P00170",3543940.48672992,156596.747061224,13927.1650633184,1158886.13421547,16224.4075260263,113035.088282771,27894.3619548332,132725.258613831,75719.3417370773,116182.420399545
"P00171",1716066.96575672,257775.497403828,23013.6440630154,305450.095850349,20012.5183587044,16635.3369724024,27546.8123966296,54089.4762163767,32184.288316877,44245.538592585
"P00172",4323135.82344768,719330.820455237,6940.93346443652,28343.6498340522,15361.4972798707,2035.19131633666,27247.636050618,1856.64753855667,54890.0173414694,115444.619815685
"P00173",503715.734751654,64887.1299151417,129883.854730393,897697.964473618,26428.0033778735,39682.3029911547,24715.7869574216,359437.249293045,9193.55617992819,11922.9636951472
"P00174",1690347.50746146,177416.413022997,28661.6668393115,319828.902875046,22604.4248895135,46024.0881225177,27616.7679853597,62881.7722840439,37543.4273843458,47684.7796152905
"P00175",2985544.37989197,127267.782777356,29956.1430601456,547786.612821088,17324.0380618792,33046.4011028055,27729.1556621259,103691.382121033,55379.3053051332,74195.3854056485
"P00176",372536.005095591,22820.3910944739,197396.833821794,2676036.45451843,27984.4092563997,172184.152340384,23528.8038520277,2464244.09508555,8895.35561709124,10672.7279043863
"P00177",1682789.86335373,124677.838771721,21685.9892451046,572837.658071368,18177.0488486173,38872.9181912267,27449.4601859888,225081.803927345,38802.8385898981,66225.6733390223
"P00178",892801.155133557,35533.3739068372,123479.718358381,1514494.64407887,24719.8749431397,89460.1336568437,26075.2826725526,645581.632818238,19118.8014531483,13211.685631642
"P00179",1627006.2259071,75273.1751879912,26042.5955267541,1554018.92157691,19184.2587870191,95598.7894275089,26736.404626568,454394.179184711,40396.07330056,66484.7126894042
"P00180",563544.356945946,34707.3126853927,133352.656620456,1162368.36888122,27219.7136853389,92233.0189408019,24775.9483652898,1239681.85881754,7547.57797736772,11868.447039376
"P00181",1290409.31803614,128399.158105725,68561.4550131539,474296.692635726,23787.907420811,60446.3712951041,26696.778603331,150707.180235383,18012.0271877305,22413.6860940615
"P00182",371627.170522069,16750.3184979821,244503.663287055,6370124.10589003,29534.9697316763,659820.285371763,23046.1484204976,7365116.22113953,11378.211429654,13062.0818765408
"P00183",1135558.88940767,443543.211041433,62219.9614780315,120322.796620424,22787.7420287878,8646.99015855409,27275.2945737468,33393.2273662766,22733.0804830224,26217.1322920419
"P00184",1028092.16138393,49334.6166571739,55006.0946624595,1134761.57223633,20700.0737706538,67067.5646967172,26590.2608220907,183145.86710137,26143.0554731591,41477.3149952256
"P00185",3170735.52822027,343354.190356946,12292.3158370417,102888.810373375,16542.2909008639,7856.31866852797,27807.484098056,9960.42761819955,67835.6805684744,84435.480711461
"P00186",157836.480466353,2131.21368172299,4667211.44198167,148091533.833824,81404.0718050379,13174162.3259078,19798.7717935722,736804600.759942,1366.15935818189,2163.96350834914
"P00187",313528.643198946,8292.78248698466,183932.185490121,8093736.93296828,29262.0712039229,957282.055567241,23412.9037226752,14050159.6935485,9667.15986846221,13329.3074033515
"P00188",4653347.22909223,138114.266550271,4755.29159317161,757076.428795195,12182.5214984328,88237.6519579431,26257.7762682182,328867.886545125,91177.2258610959,55440.7443529813
"P00189",611918.902383783,48159.716796242,109600.71477267,433443.70090598,24550.7345249554,29798.2285450993,25998.941439235,310958.035560221,9989.51317361125,11657.2739078484
"P00190",4218333.3333167,391046.315945896,6083.49066881383,173504.622388219,12964.0754634548,29025.3132179833,27337.6472866072,7560.88122470315,89468.9609249666,173995.724701081
"P00191",476473.02968843,63713.9607093011,160966.363685327,527073.648903335,26937.3500328514,43320.3246236416,25944.6241077517,481399.013923786,9705.21116690274,11623.5345808961
"P00192",4200555.46834666,915277.995360228,1831.92363183222,27483.2318254254,8298.32370467771,1626.32717191065,21733.6085547828,931.524214502172,98838.9183271689,175873.175443016
"P00193",4685920.17865311,616767.628294957,4410.57959922935,256892.188737156,10243.69785796,12698.8786211132,24856.3027367086,7822.72403622534,95539.9585127853,175284.573355896
"P00194",3972409.85049515,794616.409436889,2405.97733810678,12955.8782463277,8195.08577113678,1497.96294496815,21166.8200131391,437.360884360447,99410.5853611577,182687.374787245
"P00195",2017289.83535371,213142.111731992,41636.8341482917,119730.58252381,21034.138480435,8635.50568478895,27787.1287222003,24083.380322128,26446.8140450307,39719.2393958686
"P00196",1147297.49814144,76201.879709723,74797.4926070154,764077.738851354,24812.4048646549,57314.6051421647,26105.0099404108,280825.860105093,16458.8704475198,25460.1146549764
"P00197",1097220.0661617,48084.7604068847,84330.0485224554,1439830.76493137,24420.9126294206,89623.640008822,26325.3492609024,785135.719617798,18668.9490466587,34276.7868747986
"P00198",1779475.1060143,163079.331097542,43515.6086647878,275411.781187407,20671.2186312253,15296.9840869846,27357.9782909856,90144.5135511734,22924.179700701,33223.1104082958
"P00199",1452723.23598091,88512.984155412,39193.2071665977,674910.344674619,20469.1494810226,138966.340168986,27174.2693685885,560289.511229891,41222.2598415733,76997.3371475765
"P00200",308765.004264476,10782.4362940567,432162.395260395,5546344.2512434,32594.8350263274,213873.077305584,23324.3754485713,12136975.7696187,4417.00127433699,5423.32021787854
"P00201",471114.193664752,61606.9918405713,131246.461708365,640996.349813188,26123.4529972043,74710.2206881512,25324.14412753,586300.371724188,10525.33020879,12541.831761919
"P00202",338633.786818676,15377.5460047948,273893.442362608,806007.76334668,32111.6161153193,51367.0336720401,23795.1942852786,1345183.7494286,4630.69459407311,3616.7174756092
"P00203",1132145.21023,21610.5490981144,50920.3487354476,3552949.12823158,22924.374108051,401356.386063411,25657.5514566226,2470147.64018947,39568.4453040805,41354.1383216657
"P00204",2213148.16939259,605890.632801169,14676.1318691054,88808.431491607,17429.0995693326,8065.85747781351,27928.8809585377,29797.6476679851,41958.7925794805,62206.8212213125
"P00205",2377648.00563767,109254.635765492,19194.3653466124,848409.925402741,17297.0771058726,82737.0577490004,27910.0716564787,180342.949646165,62823.6489187692,137410.273988673
"P00206",351129.008464349,48120.6595974107,511127.216264901,672037.17784267,32140.7692640804,31683.0217448969,23519.7700495648,301093.280594284,2995.7764353923,3829.47086193077
"P00207",3776032.98783116,858245.732418822,2472.6016919874,12902.9458083519,8836.68872870616,1115.77856361249,22087.5842027583,394.746137135107,98932.770984214,185196.709009921
"P00208",2230317.24418079,270305.530942509,21071.2093439533,151141.270656613,18157.661063291,12076.4157710543,27595.1874670524,44055.3176784416,35255.2811445343,73405.1338219057
"P00209",174579.195741835,2918.88296744714,1329343.93640732,27432449.1618186,45082.4585416904,1796417.89234977,20111.3376630143,153070431.233311,3132.42453209328,2948.95474408212
"P00210",4008766.76265006,863281.291280771,2931.63148757175,22552.0607679145,9435.285491312,1244.85930779805,22651.0706128169,618.360004241394,98498.8760362821,183737.98062072
"P00211",273438.903793786,8537.29216551765,399472.71599012,5914859.08766477,35947.7604613601,501098.568645248,22343.1662262011,6262131.79729524,6631.7258994115,5806.05486501559
"P00212",4357120.54120534,804854.889489384,2962.70957644167,140452.150646768,9038.22795113826,10734.0940027693,25389.7897574171,6931.34828769784,98813.6614478585,179692.855474296
"P00213",2279351.32349365,188937.033994531,15809.0800439684,493581.273025602,17922.6853103107,21249.7912091592,27665.5213213005,109426.481668165,64976.5037117652,79458.2008191586
"P00214",2794057.96664257,203036.902688129,15418.8634064542,394523.571857874,18355.0695462874,37486.8487123898,27930.5797936883,34477.1904273878,72694.7576242184,66751.7789498641
"P00215",450133.453100754,27771.0479361952,307209.223270992,1290444.58538444,26692.8735795707,57322.7571923284,23181.5587011629,530350.183904815,5166.61081434817,6493.33256433095
"P00216",1193136.6380822,162243.130230517,56105.2538726806,627067.396027296,20840.0970635249,32930.8299023803,26742.2267502557,122227.218520032,21733.1362242346,52726.3785988773
"P00217",4271714.41312119,792111.691519158,1761.56495937869,12924.7063866434,8766.24024042919,1020.25712880244,21959.458471435,511.558132943888,98146.8146566384,185880.700937097
"P00218",486786.246102315,180465.576033541,133137.12518511,404490.426010108,26727.2689893893,55476.5300327026,25251.5665726186,71604.6787545902,21936.5507931005,119562.774714886
"P00219",2202467.78787123,72435.4988454296,22148.2077055547,2588657.90512908,17496.4630288073,148397.172212696,27440.5629100349,956859.369296632,56376.9059705794,72327.8155084354
"P00220",4698035.56379437,232953.318683143,5233.64528854029,461936.434233982,10283.8950898198,38692.5733824926,26668.1276864978,102867.592956822,97072.6496442484,155409.247013556
"P00221",1360342.94825754,95888.3586298932,46764.8716285851,623043.796769988,22768.6139978048,40431.3402033503,26881.4127871829,173502.451708531,25567.6273154194,18047.4235038133
"P00222",2773429.6762371,403599.762405177,20621.2572228354,67510.5947648898,17265.8724296614,9081.43107593854,27845.811598844,13608.4754044028,39688.608811831,49083.5146565139
"P00223",1151888.26961603,21352.7586129611,63110.8542195128,10150786.5994949,21045.378270251,1916923.56346174,25823.8625414972,5985011.6062631,54623.5116051431,90266.2678591791
"P00224",3149416.13769553,374525.713185486,21701.9880923942,167715.081341142,16516.4367509754,14226.1425842192,27825.0905350407,21277.8932186812,49996.0997494695,110475.428313596
"P00225",2304894.86298863,69585.6678994537,18234.0985013726,1911301.29066667,17522.0590406306,145176.189497072,27890.9420553245,237690.840082281,62519.6530099573,135360.735951833
"P00226",4489801.11925663,917761.131381876,6594.72011923157,47588.4120097658,13601.8643935017,6881.26100167457,27273.9971006686,3934.94093780476,67995.3398270564,142535.83830519
"P00227",3829215.06733421,598269.14144809,9653.02542574792,55528.7842285522,13884.9487072222,3505.29799549488,27736.8847014473,4641.38906183099,64940.3151389327,118624.073274261
"P00228",1021884.79248076,30621.0566466257,118231.923936105,1242278.59115055,23346.5354716576,94108.4698228935,26022.9971668919,417692.221680269,18367.4660097237,33705.617956117
"P00229",1753369.82437798,140392.391295344,49569.3203372254,352549.59879041,20431.2172543807,23755.8904452059,27173.3299283293,57912.7424010324,25734.1157066658,40373.8042517814
"P00230",785279.987188594,77615.6619302247,160378.330118656,275193.507588804,27609.5189781548,35457.22803958,24905.6799919017,262331.161924858,9256.76099243255,9862.76714619202
"P00231",4140403.46780003,646413.164849204,7883.99278426117,48139.2992810413,17255.5685471032,5262.28966413998,26788.1727612951,4599.81577044656,57306.3770464138,142770.95360655
"P00232",1017438.4790073,15905.0379347577,105206.725697514,4245389.16695193,24743.5073819748,566529.983085219,26761.7396953608,3306028.99162291,29968.0223665871,44018.3270871501
"P00233",1319592.12063342,219477.195372087,42741.7570404695,264676.550635668,21105.9339115367,13194.1803734799,27590.2293165042,25597.2412371798,25173.5501874619,30718.2113451756
"P00234",202104.959668884,5838.28936630728,717952.832168447,7270561.77105877,35470.8224887074,681285.565366492,22025.7418369904,26403381.8158178,5177.67896153486,3194.09860479572
"P00235",583554.578783918,35449.8444313566,126229.144736718,2290291.40024592,25282.6975399864,137861.290489812,25546.0137545726,2391353.96468121,13185.8813752029,22836.9319561902
"P00236",422942.912845107,18108.9241437138,151938.022235601,3564879.10035023,25533.8991768622,201377.459044049,23134.3728637455,1888866.02354283,7053.22917400145,9239.15625261574
"P00237",2007425.10053446,198735.5333906,15915.2707549949,202884.057119984,18425.7450826527,42018.8908713624,27799.8081795697,78842.6518728237,43825.9555288473,97034.8889384393
"P00238",1564572.41062897,84115.9262708828,49104.1488314859,1089751.95604887,21500.1596384531,83029.3934844091,26187.2074053797,322902.645322383,27163.5195316334,36707.9259422009
"P00239",201698.160387729,7002.20594075516,516905.56849517,14362347.5730669,32547.5352945918,1016542.5639793,21572.5733656308,13302214.5057462,7461.49153962976,8284.44682765319
"P00240",424901.104898733,18457.0581164527,328318.219931387,2509655.30904425,27905.5935741321,112700.81702644,22540.6007792327,5365731.54017601,6951.46573142925,4955.84716361353
"P00241",2099436.01386725,239087.702773148,23960.5495064677,342229.825087636,18859.8202622026,21515.6369198955,27932.1677425479,33725.1862868095,56455.2589407721,91803.2155469545
"P00242",272326.001348032,5720.0264687667,536596.726746391,5691695.39330302,33833.1668994746,362797.290847648,21236.8620677679,25169887.6428004,6031.14901802305,3772.49146052741
"P00243",332511.57575044,10371.930916899,137912.570575542,3356907.04178574,29969.0170616967,205575.115914228,23233.8110007964,2115463.13062461,6046.82701371877,8277.59395983815
"P00244",3394423.86269241,740207.583462717,10306.8354332334,60515.9615219761,18070.787486504,8226.72714326046,27803.0829642478,6281.3006626279,48148.6534494747,70497.0187448574
"P00245",1599440.03947066,212264.404463236,23837.8441016205,277797.868987111,20232.2551141979,26885.8710350178,26878.6048725881,42463.1172454967,31786.4889861922,37403.0397544917
"P00246",478127.084205578,55769.534821743,175175.807967274,1284051.34025085,28234.4829782271,30474.4677354218,24352.3466964441,473697.993132051,7054.47062775329,7200.7757217959
"P00247",1845892.6043989,164774.776119805,35321.6110199861,187367.705240686,18735.2825433507,13707.2519799879,27659.1733648874,84072.0698452326,40970.5976200228,62240.4584572201
"P00248",3240279.46391466,236539.983443497,15309.6586340114,783872.56058535,15299.6700153438,64977.1085093261,27930.0699922838,208919.465717102,72389.2324527934,145370.558181697
"P00249",1934699.41664352,66518.3833555069,49926.2371133551,792359.12927212,21484.2354211676,57573.4558999324,26749.6051513436,411293.726723469,22403.5650355209,38706.3427278988
"P00250",1964802.70134481,155775.267035316,15436.308237323,348188.069925698,18890.7931835598,49355.1538041469,27640.4373208718,67134.9476869384,48223.1409513097,82321.9073742989
"P00251",1020765.78675008,94580.2134280317,55252.9036899857,787294.659979931,22486.2598942444,29354.5893160648,26325.6437359922,379830.445871206,20482.5859383685,21893.510432613
"P00252",1089878.89212486,47548.552797342,58418.6343001379,1256808.10899342,22806.0169249881,71766.3217315832,26198.4255299547,860051.001794028,22119.9250978034,26683.8736519651
"P00253",2583431.6617035,278322.335956543,31244.0864999881,448165.832841469,16965.6774004927,38616.7909397287,27920.6787746824,243569.398088811,64969.9983629263,81855.6173257714
