"Names"	"Sample 1"	"Sample 2"	"Sample 3"	"Sample 4"	"Sample 5"	"Sample 6"	"Sample 7"	"Sample 8"	"Sample 9"	"Sample 10"	"Sample 11"	"Sample 12"	"Sample 13"	"Sample 14"	"Sample 15"	"Sample 16"	"Sample 17"	"Sample 18"	"Sample 19"	"Sample 20"	"Sample 21"	"Sample 22"	"Sample 23"	"Sample 24"	"Sample 25"	"Sample 26"	"Sample 27"	"Sample 28"	"Sample 29"	"Sample 30"	"Sample 31"	"Sample 32"	"Sample 33"	"Sample 34"	"Sample 35"	"Sample 36"	"Sample 37"	"Sample 38"	"Sample 39"	"Sample 40"
"44R"	337311.35185112	60257.6735520623	2359249.70804447	517091.152354821	248861.362358495	7438799.57529468	1035115.81119104	751310.799124602	35836.5947164504	3056250.28518963	1029976.15972135	964644.799683304	992741.252851367	666425.262387562	224659.973470565	5344854.07231058	11947830.2897917	25006810.217856	1221655.86139858	295631.378441573	201087.008624807	5929654.44236233	323054.257796261	1220174.71247308	449935.904199515	1622818.61729553	135257422.254093	12488466.5033258	732237.554635594	1153378.12574525	2218873.09101305	5747071.51251282	20801845.5325977	34801.1650521948	58029752.3330597	527117.314765895	984355.53877847	23460816.3753234	3964814.29746755	8698358.62512587
"45S"	3569872.97087949	146976.982629326	598204.345773266	269943.798867939	24367.1315384158	5910362.50141822	354119.469235503	4213949.84972466	136878.770817881	2999178.47624093	371916.412695913	537615.660278405	662126.41088722	82690.959095513	35115.0245804058	5061303.08640763	5059425.71014812	7083509.85289047	827620.696037791	742842.689507282	23165.4007173502	30940.1370788863	882588.441227097	2542076.22052798	3058968.91876138	7079713.45952622	33379957.2144427	726800.337602029	28229.6876539029	1056930.78420032	2045905.29526467	6859594.48471927	3156536.26280841	2798368.72167899	52354380.6862625	41695.5918026005	2025955.77261626	15705301.5628947	1070742.46255455	8621722.22885642
"46T"	341606.29095098	2209952.33720693	5434604.28611026	36155.4095872623	186092.23788624	8393971.13769855	7651823.79677845	106241.810134143	12708.2244823832	4696092.48008068	3818031.69490927	695115.094131754	689517.436546044	1886148.73344398	343536.536597164	4260373.0623238	20807924.8784163	5077759.34059106	9636668.20524025	664867.002394892	1995159.66262168	4275668.8204047	760751.198122217	179955.534547615	101855.892748122	7836135.3549737	8235584.89479241	41511.6291624957	36999.3563216468	7080733.40576317	206535.663409755	511201575.743396	4649581.15413754	86302.9382560052	5516505.73433777	6268.68204786584	2299703.97298205	29041426.2848977	580243.043962954	427669.767116828
"47U"	2361543.46503131	95666.4406388588	1516716.69166635	75990.4394244282	198807.392022883	1226459.71541086	372302.553828698	1321027.48038941	204071.271224847	1554686.00241441	1475456.17379596	726833.535788261	601008.286742633	5367411.85470411	81766.1781590035	425661.099014716	10574159.9286029	6170527.32847708	451562.156088318	506856.469606328	640289.071387933	557574.010902171	80889.2679778865	2999128.8400494	340379.71347996	2924655.02319267	2314473551.99559	470558.265214916	68334.3017290743	962888.628342612	443100.375319191	4515364.68319967	860475.659736214	473203.007986248	8092324.89594648	224611.589171765	8602029.77222513	15737575.9843033	359700.048794921	540004.876728134
"48V"	1499668.59745286	19899.9954534375	2913939.00483053	34061.3360684493	457888.652865101	300696.887952236	187632.622464727	779508.095165276	288538.501148671	15127046.5055266	1638256.92589339	2396287.51116672	2075299.60124353	3742312.74932661	90538.7813823124	1599006.08299613	66715.9647085762	2116044.78511036	1639221.4800048	109162.659341369	1189047.08033379	588314.961945004	713188.378779546	654428.877440895	223455.299018397	169727.349972991	19952043.4502777	1691396.45996029	173481.108151752	3453273.49284392	1503322.40520705	2921406.41474774	2153549.22754539	543716.898660098	120077527.635153	1496713.49697021	338350.10365157	39071481.8239561	250554.532477162	129455.369850401
"49W"	2870686.18642238	328456.024134342	323208.94333063	181335.028083119	175300.451787397	384943.126698914	17476.8097034191	3088999.6011377	367993.841874773	709789.121999963	520989.557231963	5986009.80661547	5256197.64380554	1695529.25970053	789304.378363491	264585.253630692	11241721.7088255	690104.369631467	7857065.52206609	113277.35920766	254070.214299688	982711.889276071	2024418.61483855	436710.515562951	325203.126441299	4552083.63035199	33640418.4885491	1039518.14671858	56085.8695692713	2514562.7170486	3243093.29298092	103767309.110532	695131.965558281	420136.727589211	83390197.5429388	57412.5676263541	3869118.40824579	3337699.89671225	1542488.74839466	46402.4275566456
"50X"	262448.457975252	539779.661611347	1419090.89084467	7680.42421104231	119505.989158233	19357863.8269102	1025958.08169153	1574327.95470401	23018.9217734501	533927.050160512	79789.3472324381	272637.489374999	588165.992587623	533412.396961317	85338.2826536429	216784.631599487	856641.820452248	1346379.90321732	1484125.01149523	100643.571177115	1330797.81621842	582441.44692853	251451.230952149	5525116.09488628	377158.993730903	1931617.64289694	189744173.393848	1281202.36831198	66402.8468246244	809682.135010718	697505.622999177	274867667.150491	3235790.22797337	3729620.14868727	636954287.341654	25773.8810105423	558739.817947033	2727034.71746506	582339.907305125	539014.587599137
"51Y"	1426405.15665653	38802.861206276	5625459.58811531	18939.6194675756	75706.5137337009	2651418.18584397	84984.5360800501	4380874.12988408	201132.910199453	479640.488028045	369530.52589542	876189.033134479	4102828.72858525	495085.246154869	407436.592061448	2540556.99620962	880700.912750346	1433159.03928709	46544026.3634031	333124.046081474	319685.879450263	2207934.73376693	1300103.85659286	6526531.61660255	1030480.15416252	4478124.1813049	130904757.657646	2345979.68184213	230246.579471886	5793278.21809356	9050359.85305925	55949611.0830857	31867628.3460008	68193.0640252675	16729475.04571	56502.4523451333	1355858.19347857	30425938.6688367	181942.637050112	573942.051349563
"52Z"	361342.47756619	70532.2458358036	1753510.28746281	3592.81306232256	32284.7362812305	3035999.85345242	260624.646006199	841556.269004722	49128.657149734	58832.0269628644	302785.308688922	750126.649509019	388368.706054012	539157.158997894	476997.147281555	79197.5921997801	978507.557805029	5906929.86642152	534709.879541923	356495.729647632	3973261.19271644	1428969.16402437	3679664.36769506	8604197.49045607	515249.603718427	1256564.06524661	37703750.207276	107881.920567229	345336.632913269	2707227.3958133	795359.232641882	15036506.7331975	5844471.54003862	58584.388209426	2903995.45623405	117660.962395457	46997703.8659046	16671986.3990842	1139519.31385239	485531.085971959
"53A"	438709.807540249	67045.7170092129	5268518.38568999	328674.298277211	730752.701300807	33102163.2298235	2228569.18151857	372371.742429416	25606.1918048069	366074.619802632	693148.951366156	22214762.245927	42170.7687033956	1504781.07059016	33306.7917749298	1253803.67393308	508109.072868053	1212925.32664048	3164076.99948718	137260.555689651	2416553.51240165	223541.314938031	767249.997246982	430939.448124628	18567.8484596687	131663.574159913	224278858.446272	5840689.03241112	2611.0952628854	269688.096080461	484066.252307075	27229142.8371854	708828.43181809	1291812.17585653	96178820.3108673	17887.2915244346	20252032.1252204	14971067.0466951	9234289.47524151	124897.770603178
"54B"	1626738.41803087	70008.8898150032	2380190.79426687	27268.1258431734	453726.500219075	6268523.45522599	323285.762841948	70047.3285945922	39032.6781012235	372944.233459693	2069942.93343382	151450.573755668	1374190.65132402	1338240.59849276	300477.346980635	184989.621535212	1697383.86867516	34354574.665803	7100658.61771037	244189.191695466	507083.056754784	83512.8758911497	241502.4747402	53255725.4036919	91944.8371532486	18621788.5572165	196144288.289862	2123312.1111494	95205.5561839562	1100636.98029705	4606338.74023999	29901470.4477044	15049172.6228276	23079.1120775617	20344549.5861504	1288863.96722285	2320384.7359231	1183122.86364575	739062.080683473	68488.3118352333
"55C"	913158.658501112	733438.845795623	1654424.43689054	5989.79116502022	260212.830579343	6333085.88727575	319472.873145566	271501.194777377	76910.1950182819	331768.966683406	1814621.79026404	17034144.563773	831944.361866676	986523.988275637	412261.726072867	604590.942124815	17071108.9730377	57268654.7088293	5797857.81099365	199285.532355594	207050.917371459	616051.512013811	551712.384954039	9570077.84388309	798792.565612292	1128312.03071731	22972903.4247913	2246796.22387982	956633.989811813	631730.105146681	144945.77102424	15996141.6601191	15441835.0104292	81841.3977741172	3455060.76818201	225402.194384872	2134320.93261774	24674650.9771883	7253051.50751617	214667.865703382
"56D"	619400.817219745	141664.715300929	786187.637619674	28661.2616164325	106364.284932785	11091938.3683842	683321.031639018	239893.995806304	2224409.98672108	537864.920479001	69139.3569689178	2960423.20826987	336328.734825256	417680.493140056	256700.14188488	18870289.4944918	541331.013265992	2011204.29151574	1950450.40998653	1378662.29879219	1791284.25628821	765534.70844389	2174429.79386597	2043485.76747494	48126.277694646	2435348.85870133	501676966.557066	672276.412930568	516978.960078317	15690686.7776193	1172765.61186167	4308110.8112424	16098910.939561	237906.002084183	13689825.3373026	200667.709523914	13863027.9110363	9580038.70094464	1840893.53543271	98684.3869591865
"57E"	1149606.66103633	264951.42665008	4804583.14330795	29121.008992635	498938.363403691	520935.77138448	280162.706757773	6161568.31503715	150469.964073679	7009267.29153433	128737.046245779	2892568.95625093	506143.547544152	1766724.63895738	45729.4529059753	5699218.04543545	203648.308247871	12399196.081852	78605.4788326407	132796.156516678	4273082.35822594	186513.181493003	48552.8317103345	545724.239020977	145393.519962481	876974.533159446	8283927.88569941	214532.273298631	516525.486650592	888776.630339272	1245343.90719987	8317033.93352216	3404663.04971876	93525.322454217	38974377.3673877	43420.9661580386	33350422.1760049	4506553.27700378	5275137.6733261	502825.466622866
"58F"	10299664.218325	1177135.67899491	3431678.56590018	92103.4208382112	683144.54850515	23316005.4798996	296149.419901498	454522.741743592	6102790.40321527	125572.728643351	289275.432772593	1381365.2913458	9227911.735118	21612520.8166895	61361.981756709	927042.837190641	563017.298056576	16353957.9202491	4839449.78187252	106026.445144178	1423310.20170157	186491.992411171	306724.306273686	10259121.3212831	64568.9386481773	123029.379755199	10595188.2133925	338329.030618144	47205.9120080093	1995887.34167328	869757.109333428	630552.570725203	27513690.1772713	851581.080856061	46888491.122556	138695.691829119	1187191.86116473	54031626.6257985	16254.2525688073	244804.455785253
"59G"	2196461.54916176	611461.788689646	799458.307689262	31802.8875826126	154538.962278741	57280912.6548388	167454.212575819	1366489.47289031	149341.550835701	48807.1783798332	18012.6313183371	602476.278208902	3061205.06428926	10277304.579133	19359.2567424057	208214.320991234	103582.113559837	1436781.14590731	396726.414645446	220922.392671889	53131.1908617406	270042.537890213	1124822.90140657	1799207.70709817	1428559.92091407	844256.174504456	187600981.591945	1973078.4657068	338410.137906709	19795932.3633999	8148468.56203819	3410874.93740922	2079807.19780551	378455.297337975	276826.309855438	8376.46245517115	1437858.13446969	1565895.50838551	62943.9468265437	4825317.35908841
"60H"	17188269.8386494	268279.143691181	17379314.1253703	523968.172467378	424509.588535657	42832860.9025562	23517791.7986237	338168.071756874	3297.42338744922	4032602.37150016	54582.9806779427	235235.127897437	819784.528458261	674528.759651836	12718.3016695983	2645177.24441388	1453007.92577515	4088456.02597359	944756.3622933	65831.6149716441	160300.209106791	2536578.94671709	307960.836177638	676220.566348842	1037954.83071009	4227027.41264886	356535523.233272	189448.88879815	83929.7647447709	2388585.74466824	444322.479464163	4432276.51576433	1418752.67845559	2234047.23011325	43905611.1209758	57785.5622753545	25136633.9309603	534646.054194685	656545.707518583	3460444.60432372
"61I"	1007147.02810014	29983.5394671702	6150490.43438456	110674.331373873	241820.617996489	29914824.3130533	602565.162418882	960790.094525084	96478.3959025732	13979252.0895325	1420173.43895831	16526004.9899272	154082.531884817	314449.750170246	65530.559529649	674709.054146151	1400726.40448609	1672578.74493776	663505.031608162	1543470.96040638	2719398.99420638	1376036.22131005	761660.125440518	2240966.3376228	348780.56114019	2735226.20223191	23348621.0576605	170664.757303318	50954.9794057414	9347862.23648113	343431.652524584	13611627.4232993	3085240.77346874	87276.5031992685	28864037.7935732	576397.398033948	2091987.68183752	4795742.04805218	1840557.66745865	339925.516592297
"62J"	2730999.04148278	431498.20796362	11514137.3274422	766077.493506775	593711.797851097	4397935.65307537	559302.626575402	421704.037681003	15436.0407420366	331343.188636374	309771.054318244	1020572.22696412	1025542.99167429	721137.426051517	308858.20090385	7243170.6281226	630727.011221088	10786713.6206544	871993.683466676	223507.267049582	711010.476159583	3465690.66515213	1415804.24982061	2732762.30090006	691137.054861355	1001104.08146766	42837875.0018988	1273357.2196099	511710.586096953	328980.64770966	418267.194119979	3233993.5029286	729396.308881382	793871.304540173	13594923.3519699	22529.9203662364	2445974.21302445	27139771.8829425	954113.181206085	112439.654483154
"63K"	2186256.12055749	257761.534735958	1036136.81417592	115859.385673104	578639.371124274	450792.875996101	112280.237697066	1202710.05077621	34982.5173348731	2071958.13896056	694690.35550117	2661148.90898676	3107204.42079708	1695146.81868981	121232.120915791	657430.845891037	790958.66308733	596354.040651995	12615027.6677058	807129.579757395	2402942.02422686	300381.450467222	361986.38153951	2602840.9493845	693379.011059935	413020.256297693	25677301.5870852	1924177.96720662	27597.9864474884	2624492.41117519	62324.529209379	2621285.16887179	1284863.46443082	458002.351017519	4656308.96754513	103994.134068072	33934242.1939783	118392942.364096	294053.123449289	34114.2926564599
"64L"	758787.849302025	2364392.7835898	362156.10916996	25973.0101482631	134095.689997005	7619970.39121448	689086.113464986	1105453.73552148	777038.584801774	1734526.49511021	1361485.79868649	2856621.93292426	145723.758850089	97641.2974470834	148203.483545582	1470437.73678881	1416701.60882688	3010951.59776509	472702.135210423	106037.863726035	1050657.0109919	2871834.16691801	44444.5172957928	2309361.46392468	81369.2628209964	2219335.75501041	21234998.5568776	1606506.42314606	13704.0155376707	832258.118044928	897406.878520161	76713091.1578714	2745958.53946314	347673.75806876	15983713.9619196	3359676.71427695	15742635.3730465	14830660.5547121	951719.734999701	160881.768836689
"65M"	556318.364597032	358867.318658383	44998490.2467406	70345.3652013109	314361.912344189	13071623.1284807	867008.525329518	2595375.76592666	177271.132782402	5701424.73358068	488355.571953949	181912.917538277	15180239.9112861	215931.554221963	93995.5124308867	1294052.27005805	2840601.50659812	1062327.06815154	25993229.7710137	363291.504506813	440140.623064425	244555.951546062	34423345.5405703	5171840.71262447	160316.348305312	2378935.81775745	56875938.4435943	992607.270561536	37518.4977699167	3758427.74646522	2571377.00119483	14766651.9869308	4250058.57978812	23604.4084247945	8999545.3190819	102309.637707617	17958679.4530645	8328922.52464077	3346829.48369018	1842462.82577355
"66N"	3677822.00778548	1708013.23613901	1671990.0271228	94342.7982702887	605466.053178041	925735.837177627	127639.487666847	464963.415685352	87537.8910893441	3628445.1204549	21207.4324553585	3759304.37287319	362965.801513217	107444.938428227	17650.2134317054	169653.08398127	1319416.71436272	2986982.37417475	2441273.14802571	99500.5462315528	823317.134642587	2831448.20423406	8349910.22994856	1275916.13106885	538746.840446468	3810829.43386118	20451759.6743564	119486.74762334	42666.5725202045	3974857.47102492	438181.771632474	26841619.2112169	7583184.68724018	255466.227292527	63071949.4217548	695623.749733036	40802432.4275358	130967994.762911	8240724.19897571	1289093.83012308
