"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00093",578221.515267929,109893.270575969,340351.543533227,539429.734176409,311547.105964374,288930.223775444,254164.490810536,472449.307061276,165651.588014239,110749.256178015,469230.253690426,468758.381879901,334570.105844447,268765.353830276,204619.423997385,165490.970502483,393988.489610155,328910.951880461,126694.997382138,167692.313247162
"P00094",473166.654249202,786139.728227839,531722.589809394,257927.495759695,493388.519870339,644811.744854608,250906.964111653,1392030.03025963,1050410.828475,549216.38104682,726036.910083935,1547662.3079865,737737.855089886,1258996.10028133,1121587.44576948,879816.585920937,459054.868189133,613258.504689689,918457.373526586,776099.170904279
"P00095",2726279.65520591,6703470.48541318,907557.311456973,1323134.68947056,1063485.71596743,2408813.78025887,1286328.66713752,1543156.46463958,2499837.99339349,1325768.68301161,1664529.0065229,2716744.08771724,2633913.56209365,4416452.49251371,3291578.42825401,11322693.8425424,1632934.26876496,1257756.17506997,3358547.3480893,1369472.98388256
"P00096",493095.679982089,1369869.62159518,202973.932738441,188811.953820719,909247.421198893,764120.39127066,357105.395434436,468298.886029413,459547.855714227,938231.688919968,512209.766277708,1561140.58582483,636028.793914242,2582107.07471231,1090817.99796113,1694438.9847684,312711.764162189,383907.506506247,694874.753133921,772454.404553171
"P00097",175701.210120268,228268.0094499,559426.803140776,287720.665468227,463710.506355088,477627.223899219,249663.479143289,307161.389167296,422693.049952429,354539.512384511,548929.631977576,213490.485019612,377889.084427833,135251.304832705,128242.218702296,192183.225514463,675578.333832835,524540.250619679,304690.655430464,135272.48013615
"P00098",198597.872691209,68779.7541829208,157126.834821001,68970.5109731128,94847.3415481024,98362.0638485933,207801.672146904,132255.424293379,106465.063842393,101730.577156483,29074.5068815968,9817.93565730961,36297.2201474686,35972.1843280364,31216.0524344868,40923.3453507402,34353.1394048502,20880.4870096012,35797.719736846,31474.893635331
"P00099",1292479.55040076,462971.850031485,2582224.34844823,1720110.26480693,491144.914677564,639493.278412637,1524718.78882195,2309643.50932879,1658721.2401132,1411338.55436014,1121714.62723069,435461.05145553,1218437.75778079,1013224.83119892,921937.059512689,769998.684596998,1725272.83053069,2285736.57217521,1599426.80578262,1567431.09383225
"P00100",699626.610423427,280869.37129692,534186.959746231,1250810.31475795,423594.134892489,735114.051351477,795976.599270014,613323.070198366,986949.446840437,635041.38253692,720776.795742597,399483.26190279,619406.375058896,790630.346503918,583374.400262372,446217.626177037,514543.010889325,746455.917555044,1117294.55378998,589760.334267036
"P00101",2439318.88193305,3772141.98775209,2405620.47765411,1965563.99612533,3438042.39369282,1996014.72902629,3799770.06311272,3426842.25718634,6187298.96055999,1405664.6645305,3695091.27079738,1671309.49218259,1567792.65790087,4044130.96048058,4195506.70012742,7709376.18091398,1406575.75264143,3724835.77583104,1344255.25950352,3079219.9702072
"P00102",177164.232684366,251277.346455688,707424.945727125,676219.505673237,232823.646564831,344515.305305653,582568.325483872,237346.118067197,196203.710815342,305485.121746983,451671.750710971,111936.048847453,418889.487354641,101940.825206559,354587.015544986,291015.713110597,487990.585676552,244737.74292505,462246.817116549,352235.093626091
"P00103",140786.346399008,680174.80689127,305418.178934841,157078.29145865,388287.970627852,465554.302016901,134442.488358842,751519.859997525,257358.635558949,390507.649516532,343654.474736309,294919.068431304,317752.164994271,682314.190662102,434430.769400033,251302.759831995,290675.174491823,521167.654049208,314132.699115739,269410.825605066
"P00104",278118.945794181,163135.722692163,488642.970973961,451756.628044632,279325.36477925,486005.455267599,238897.686069454,286137.529052007,249239.693852488,671647.802495804,821211.812117638,251633.197334483,381108.308798554,274144.978445025,280068.196196627,134862.162851803,768771.479700164,375595.890061028,325537.860089507,388635.805518438
"P00105",75750.513152376,140170.408339614,69228.7002091351,71772.3533408607,367695.176371821,100368.118949351,127757.36175999,151664.064449247,198212.11993968,104265.488751176,95928.8290966087,129902.70714911,89780.8455378598,105716.234681086,79457.8452568534,182026.10307869,78023.939546791,135205.879743099,167254.463360997,143213.882198795
"P00106",590834.545327915,1168559.56828424,910239.920737805,923707.558267925,1710861.06674847,495302.444584469,1088412.68817861,695101.430751284,819019.039106418,1340392.64859409,1581311.6636838,896838.756434851,1314410.53110437,1313272.14460942,1086070.85116216,587633.016165568,1517958.33231565,1236590.72541414,815830.53135913,1165377.76130107
"P00107",278681.446031087,377815.478390942,1157564.63305924,754438.416914953,672542.987518715,703970.543874871,396390.386582988,300554.631361652,652772.827658363,465700.137111011,572086.219092381,449070.598689229,676067.610393893,436042.625449285,911875.889959409,519096.45753753,959518.894908835,279509.340632253,637381.674772629,602515.524335997
"P00108",6227897.08077561,5584144.60260527,7205565.29804006,4951056.88880848,5036585.12584298,2824156.003342,6319205.39453628,6529385.11981565,6576377.36792404,7314086.15310227,5403893.81221784,4541947.91849367,8264369.29036128,3089451.12559422,4115350.95622454,4592262.18009227,8983734.47409438,10414327.5179884,4401047.89668431,8967866.1359171
"P00109",570002.361091687,229264.745322517,349648.798645924,701846.150121692,540521.4719322,298651.66656722,281644.333784537,330201.635385084,154194.488348719,423197.806657737,395743.614227858,307690.820314236,348447.818448849,258582.477492035,218083.072470536,152555.330701944,448277.933735984,229233.319341809,250136.552351418,372578.250550115
"P00110",98830.7186695568,64852.2515694609,110052.783960186,84425.0704042671,133597.295712458,101138.804376329,76557.8728938058,78370.513259443,76533.7576517349,157515.001581265,58745.2961906602,131078.822377321,73884.3082180936,188062.559050924,144560.594376972,102220.483487332,95428.3606043458,216832.621604952,115126.592672208,86614.044529497
"P00111",578702.384248074,230883.174311079,1234271.67479072,1427746.53424589,363154.71859975,425717.709159771,663413.045853897,422732.955389124,502290.45027295,317564.320077274,786908.534868271,69350.7792350753,463128.618365524,214570.001567701,112833.933775536,160794.617764373,709986.868633404,664257.501943546,593612.508830266,860388.594909599
"P00112",62060.9089427681,126000.288457196,58331.1559418082,43941.9897029586,96081.8957909094,111124.783809805,118584.410477564,104300.512913119,64718.2587999921,109027.887490771,121891.487204106,117560.614520965,135316.610132036,80454.0782885575,87703.8047886488,104609.292654891,99521.4867722111,127671.76732774,140264.703762114,35731.3412526551
"P00113",218295.498014736,344919.576137857,220573.324006642,179825.321050253,402782.046956159,607967.058268522,221425.61323932,138228.427147567,819008.833075263,284603.463495704,283093.133477382,398602.916871083,650536.781554181,243044.155811627,299559.527316394,510179.976547934,161129.041755331,393234.873968043,206826.895768122,354719.348115819
"P00114",241571.10612414,142942.830556014,161556.088694524,124361.49535912,164560.706601781,77257.8652586235,130594.408070285,241608.882050203,121314.834708715,273980.640376313,305327.676714189,100675.594710614,106669.133273786,137013.158332963,91634.7964479183,594020.987715744,127462.306278544,128515.555151982,319740.823514583,161653.603688844
"P00115",786236.542537348,1644988.39037391,1125778.18410311,1219596.72161664,3570878.98480622,1255384.71246391,1932776.99638112,489989.632638751,1151946.47239833,1696487.76468518,642977.721569893,2237469.17187408,1277982.89160991,963437.294679675,929307.476799981,793275.027798663,3277559.25483225,1231550.4845651,1560180.65850171,1181881.68354648
"P00116",386595.83367087,162259.937650279,345397.276984978,750406.780216187,363246.387211681,270100.859042469,493258.696542815,349648.604656963,244145.597722654,449753.874692493,571014.193587135,231249.260650151,162511.260018119,350233.976004679,100865.664070208,194283.629596047,734843.229087121,539454.240932523,547495.447883456,463736.552213174
"P00117",702406.105163982,806723.794143787,583968.404711179,263142.022136509,788478.628087515,869816.717230476,595700.97716138,531031.209551593,396539.402872975,422557.651084082,933649.24159496,667804.73578229,408241.275315405,449475.088295516,368723.381575483,659155.475425524,418468.634646143,271211.034359897,268949.074679677,510278.523063664
"P00118",396374.195041642,442300.9578027,314616.627723307,541258.127323478,877530.190161384,377962.080428943,777035.954233191,788051.185268984,660199.67529658,690916.223442132,534095.375892679,984149.26370315,513607.398250955,562150.190337368,1028610.87117515,556905.374286097,482261.645803969,1091958.54839059,875673.269941983,754872.445529063
"P00119",62188.3057409849,103506.95214365,44614.1773726499,20247.5198567709,77128.5473808864,41195.1532397933,52475.8241422112,53042.5830972631,36518.9046348358,57474.2308736514,56839.052594277,72432.7312421305,34569.7191293369,97751.5068590829,55000.1590021738,161984.826802795,71038.4238431901,96899.3063617116,108615.497447079,34472.0279918435
"P00120",184603.383597757,218210.42653894,316734.65740919,247743.305713848,115879.120774523,98388.0196571925,190371.139260598,163681.699567244,156014.433830311,430266.238435613,105938.40048038,307666.411553822,141824.745581552,154213.654514333,256625.475675461,153311.81449735,570639.516487226,245890.395308149,137393.842711026,97349.0962805323
"P00121",93466.3255436071,57654.1763290056,91784.6561188773,200815.437225901,128456.193771801,45721.8138290346,162354.051271069,187370.873873241,123776.355368162,97307.2776063333,378725.700215702,431132.965716015,632328.689995928,187878.418356195,337635.231461571,281721.774553398,562787.014588143,305790.823573159,322012.723070954,405154.426085374
"P00122",908577.013420838,364899.10200815,850746.127866183,693774.613828497,491966.301042535,313714.518440849,1574717.63287131,444267.205264058,585531.166046758,289783.869241418,418767.206920753,492469.369069111,454955.118310562,402621.179145196,267072.912038578,193138.155109369,431354.665221787,1163233.27729991,1015303.6338167,452734.028276699
"P00123",73290.7163644481,324585.056660043,52986.0572527973,64991.4885672927,125617.749903863,67132.0001372692,108975.009858793,233971.541572295,100839.634565013,229712.978150517,117302.457765249,208331.395212806,135062.048395715,151735.441975613,165459.730330328,249129.231851624,132302.509988843,66649.7161727965,114096.564993434,175262.383069572
"P00124",272831.724611259,237456.536817017,198690.454896435,298961.776688944,255832.438281511,308533.371558065,545560.285387064,235365.662899802,291108.40397455,242461.462186982,211922.491751617,734639.105007915,524013.053032337,355820.987827325,278478.875213377,433541.05791731,560415.263538846,552957.504593515,378733.834513154,189174.640749953
"P00125",89110.5576518547,82323.8720757614,31301.4198746757,75034.0629344521,89058.8609593936,39264.2622582089,47420.2475334593,70686.0839466041,71813.9364712171,46074.1947897061,23227.4682451465,104556.030276297,67013.203161742,159220.580855989,50342.1072103887,79445.6315979326,47923.9649236689,107191.843979109,20755.0082316818,35161.9033163085
"P00126",235678.070007627,362507.1059088,356485.92165883,253649.337142367,157525.438968114,537313.051512783,547572.745602728,121393.626265572,563139.734410485,283766.939008055,166884.119810189,274311.283427929,330092.739354925,277050.993669997,213324.359644714,397835.781674665,335845.72039861,230574.491835973,224587.049450462,332365.413583227
"P00127",57348.0524910028,83800.0681140384,65278.2658159437,79111.7961249053,26733.3753147611,69318.6249438231,40409.5779679992,30597.3082347019,28372.7385315497,27540.9645477092,39824.441618632,25208.7099667081,39942.8453644189,41184.1658179943,73076.9536750915,87432.7474107813,51497.1133443174,76334.1230109137,98529.9438667432,96447.8053927148
"P00128",548718.990120163,386815.143353484,311613.012058697,469402.841948917,249743.189304804,514933.976309978,263369.300670309,828220.857048926,188135.453111431,438115.458194257,796425.553489203,683175.076109355,523427.896067158,164901.662226114,278373.524956371,726957.474008614,254014.854386198,501852.299281903,274825.138806319,529506.136567129
"P00129",285686.433263503,332183.627738828,256691.464989201,157498.332396208,343790.555793956,233661.014261329,428041.829486221,174753.366841185,149429.659876615,397032.996975404,289994.290954185,292551.279425685,307297.38135435,384414.854062691,210151.114434334,461796.242411276,159901.399754747,143595.499600373,446578.168579985,467916.844728924
"P00130",654358.517969887,562646.283314106,1622647.06249362,249335.475133597,649819.888894981,769557.93270347,857956.317119884,280865.609067532,370209.810848494,855924.098362077,739918.847298738,392446.462109994,590694.074837947,575167.471032811,498016.792480353,493193.234085676,1001373.8610727,944279.758932057,1317963.8581546,1177030.01378193
