"","G1_1","G2_2","G3_3","G1_4","G2_5","G3_1","G1_2","G2_3","G3_4","G1_5","G2_1","G3_2","G1_3","G2_4","G3_5"
"P00120",1213609.00056448,651686.446869555,930890.787730303,1215272.50028648,1306184.7028372,712934.851659981,254424.523850485,589794.095362103,1334919.10338419,739603.584602654,328550.623962228,1403444.81455904,1609018.44808765,1293231.27746595,1123291.42867558
"P00121",3377262.1013691,1238878.99481051,1865931.27272886,2743468.0766461,1852703.05849145,1446765.68941687,664443.233288108,1457728.27554309,2711807.78700624,1939589.13186372,680427.214407466,1917164.84577411,3580413.24127851,2433639.29838564,2676776.74397513
"P00122",279045.464080684,77982.0213399244,135997.451417098,165689.360867796,173935.723755283,76813.222256954,73117.6260052477,154939.175342539,165896.139560552,163926.753350842,50143.8051541122,174113.034122217,422996.285960436,553559.709412365,176673.803909712
"P00123",276692.541812891,9548.36472854494,24687.4415589589,148903.136502623,25501.9319516849,6117.74880505538,117673.649419535,21199.7081041981,22043.0521911068,233503.082864665,5479.06709474128,13964.6413068044,430481.799788963,122799.750956879,17123.5279879581
"P00124",1269612.96924581,479227.357255624,1154901.23456603,1128431.24061529,929600.586425883,585580.942669963,271552.404251874,505901.696488088,1171849.13485109,913884.207817355,279713.497406346,903773.252268329,1523752.45115017,1449247.78196251,838861.220456973
"P00125",420233.230682935,124496.007581301,266965.421162215,326867.003462387,273410.395340912,257346.696060782,71521.8870922232,157336.558109328,373556.59391309,279577.673730579,95903.2649165261,334411.132946404,434212.929730155,446372.756660459,256635.740779545
"P00126",1798673.11436581,306935.945389921,732213.279292908,1970350.78709941,918149.010893644,460370.111170554,408587.099223193,334822.360724957,812095.797448204,1315710.39343408,261211.161554049,726553.10720612,1787636.08643795,1457995.61838019,922186.5694291
"P00127",383762.034567441,95043.9664291978,241072.69075293,228162.594034108,221398.262628965,126741.287013956,110975.809133096,131551.598803483,321659.811311936,244191.804429035,61571.5123534223,285144.973275311,414524.608736082,461181.639677355,219491.588618328
"P00128",1488563.78077079,335845.126658405,781135.387045329,1034360.01037507,843006.634176613,257107.237084552,447827.213794869,777559.541279642,961795.732636337,1196468.30207122,221086.226761636,765879.765908813,1460244.04607863,2938906.07232807,913918.463724548
"P00129",4728199.97093883,1234610.21109739,2888423.7875519,3532979.2430182,2494390.76985514,2904231.03127239,1039063.6235543,1819509.57824194,4603780.50092311,2781921.953416,990719.835226548,3735158.76279812,5023621.51729058,5077428.04853935,4444203.60025984
"P00130",3247231.62093503,1106180.1840592,2086749.41903077,3182080.08529454,2753259.77285635,2053129.99730119,612749.90031867,1029332.35534799,2500253.68370128,2171988.25606426,745833.805674599,2947926.31807595,2696130.34169807,2827753.9826304,2687935.35230577
"P00131",207645.481138936,56865.0658318382,137279.712450473,148886.970548953,134363.385593285,55812.1246863447,58983.1869664535,90908.4063158583,157631.292767169,129449.578560185,31891.209364783,115659.56692469,334123.026798372,419745.393251958,131081.930548682
"P00132",1013383.84707026,138641.938012669,290803.143393474,513982.328439651,305680.88649025,103571.95492279,531001.076805746,363281.276246382,383462.429739692,592258.368977977,91148.4059911892,296735.524173803,1857295.97985636,1569474.45280874,312137.912178921
"P00133",370489.045038508,94024.0520889917,256148.135813329,278935.152861641,245250.27920251,92478.3793106477,116863.44930387,206445.143643108,273172.310582964,324590.343438486,71164.6681821385,172413.251059349,506000.699017494,958647.719227036,193556.916387526
"P00134",225119.524489348,59817.6308909267,115898.581430467,133228.649779971,117925.468611006,48967.6614961056,82393.3250669403,71952.3147949024,154519.250883229,124421.152383034,42253.0549718716,146189.85243252,244691.501627823,421545.245292002,109157.408832983
"P00135",637651.787616325,207074.388026351,383463.295459859,420416.431402157,369377.457672531,230280.478696951,148185.092262276,252051.47491333,470750.451087053,478411.970351055,111111.905837377,414349.256864077,675173.893652717,723606.058071663,421296.504921241
"P00136",328237.448181794,132473.856872537,210987.781169807,282046.825880371,209560.428833626,105967.049676537,125588.44426554,151401.24964511,281133.903966056,214631.756656452,72891.0242951564,259578.920270611,372515.899802316,713623.509517632,235406.911388185
"P00137",195625.008111955,42471.5325121472,78997.4943351118,94398.9045052582,110471.972987611,33143.1339877291,72795.9446840082,77558.7829453091,153789.944327252,113329.774879167,32254.8859546244,82455.8877785712,278140.063809399,424227.176820775,92142.4825995034
"P00138",524707.968890133,122989.8866301,399716.226012271,424144.970168464,339923.229477161,105017.664972915,204282.998552093,198729.676425217,322378.438890277,326488.578580519,101477.698525051,192034.28744582,820184.351060444,1740682.82274918,268704.209277372
"P00139",823514.247620036,229816.661793433,537496.787958368,716966.783224635,561145.660109653,270274.498297262,247063.145060718,439787.276954155,511582.933773285,605844.920920949,189632.235603329,357130.63249424,1156399.33055562,1886646.00487116,599191.086905303
"P00140",704983.81251643,229553.401467517,371905.129632898,467962.307336927,366447.633799812,264901.587409118,168585.075144264,272024.278323576,465430.46625047,371462.41628813,121326.972000533,331391.014610468,748674.949050968,1133683.0774619,382609.147339469
"P00141",1869171.67010286,611538.221890779,1013966.84358219,1346370.50052824,1276781.66732262,657715.924953027,568019.879044519,581015.452367407,1248416.20393288,1202137.98425392,368230.768517205,1236173.74707961,1755912.96252175,2748272.38735622,1166636.99631938
"P00142",2365380.60098621,997845.073065241,2180987.88252151,2229998.42113823,1630749.6591883,1214230.0044919,640647.087097377,1350513.23480702,2069269.12582185,1864137.26424852,654587.069538297,1594798.62317755,3172943.88337845,2955026.52970695,2296432.65333335
"P00143",1005653.83866302,293567.018501699,484892.083928965,582926.153565796,768602.420167403,252967.627196675,269165.793742436,405228.129755392,556739.30902222,729910.021539812,115920.974695244,457190.29780683,1104158.88695347,1443598.4045478,593449.366613279
"P00144",2702863.77930352,1079765.95018633,1640574.28082728,2006878.05816335,2034797.99602965,1473062.34856039,451413.975939668,1218262.68129934,2475258.08471404,1817284.01439853,492090.415283929,2487669.99362852,2934019.71583432,2414359.58926094,1780938.69417668
"P00145",963242.590418221,265281.078677732,574219.844481084,580412.101440763,812499.3855237,336365.317364478,300332.537644442,553923.614506324,683006.708652283,655240.361395383,162524.465280153,575174.692799687,1432893.27519416,1481809.18831469,656057.560404447
"P00146",1276106.19052985,439190.529323491,790202.976564317,1161733.00833155,1191133.68740815,401098.687101577,538449.98206007,812207.295236551,1312672.66564709,1198510.25699885,306521.412931195,912564.878418333,2056372.89516002,4343710.32921558,718164.743563322
"P00147",336696.074369135,79402.0389086953,214265.813401873,254599.825033671,246147.339014752,145143.766680009,127542.030347258,157184.354496439,233879.892688092,283414.95961939,68521.8888605296,299145.528632227,487948.859478302,612709.243529159,205497.244873458
"P00148",694250.698174406,206104.765625894,450114.061721487,578408.519887428,486739.277858981,236356.628729362,348658.545835264,459414.735688597,760828.422272059,601803.402880436,193397.04911349,601457.713315081,1444608.95533728,2534773.62327238,435995.103843452
"P00149",1400840.53911383,380043.16342828,633002.654560157,934386.065686612,544491.416465902,675243.04039887,167663.879751752,374856.257125144,746379.939644686,580753.814909934,241823.031913512,785621.16402071,1050506.01301971,873344.735931337,986005.794382141
"P00150",402934.990935751,120196.816867086,252266.990645755,276001.870050998,357725.901717689,88811.482991278,163039.111360625,211178.802574312,318698.179580545,293385.120998091,61103.3640259266,209522.71994114,677091.900818133,809739.230607637,223083.301634184
"P00151",299735.887964252,115349.973382699,225761.059013133,272976.001486631,206873.904408067,139254.575036749,81527.1827690885,137518.052628457,283992.881404666,209471.60820438,81894.0644530687,217450.58427877,436978.18962247,608975.111374757,292641.389426055
"P00152",169922.875653925,57513.9492280117,143576.627445975,119660.955043469,150817.690348041,50482.5714533645,101191.296774927,146314.634931671,128265.146986883,159210.475531705,31630.5876924943,98229.1955122217,285974.023641803,577861.056729197,96859.8277040582
"P00153",5850288.45391497,1821700.41213006,4073598.01384903,5021070.7397893,4189010.14812803,3380085.13368572,1020112.23729277,2166511.58152076,5837888.98502503,4085749.61410466,1479290.28177079,4139284.80120317,5943840.26552392,5657477.75391655,4938910.6377591
"P00154",9972403.99466054,5002289.32819581,6946584.35071354,9646955.61899241,6479381.39695257,7887497.51189025,1563443.02659687,3554601.42983886,9053446.39395669,7180835.07985506,2394960.71620253,7893017.42201913,9222352.36446298,6494778.1259744,11271473.368064
"P00155",2669037.18632092,847640.207789445,2066622.63746293,2344335.87621965,1889703.38436707,755896.472943031,976465.603385741,1541240.01932728,2166366.00645882,1743813.69166228,590174.113797577,1640142.88121717,4892563.56025735,5289353.79221399,2507445.80402729
"P00156",1352297.7099759,532070.876217591,965968.975241794,1165151.295836,856912.642355246,440324.509738812,560581.874837035,717090.687417154,1021032.41501855,858199.524834478,251156.113633087,838317.970865667,2342076.73806658,3182021.85200767,881950.315272293
"P00157",2269475.31114709,593568.600696079,1098320.29464294,2192299.97587723,1156991.39375589,891114.328772373,276812.133072515,805873.675733155,1645850.41046058,1270799.02146857,421192.864253289,1571296.73112791,2221153.92195751,1582749.49313382,1832524.46141966
"P00158",891157.794945004,294459.56535961,733672.6393169,709761.443238794,778921.287799007,201282.918167239,407184.471649849,558546.100923243,660003.352807471,600058.213080907,198551.657115581,565605.919094446,1957603.51516624,3083485.33112009,633168.59399874
"P00159",7368924.41308794,3204486.47344245,4255600.63085314,6394437.26759152,4770685.04256136,3885852.98608217,1548654.03980407,2609315.98054684,5860631.49184821,4849880.63431541,1419887.19289997,5072902.19835052,9626985.76888654,6754112.7972448,5720515.49249841
"P00160",1184656.97542831,374089.465007965,632699.30443252,1059719.44860001,729241.373686165,465154.191959896,239733.687094373,439196.563300661,927853.931426133,707026.083682894,225071.801857699,646445.605738175,1574644.2248072,1321750.57242852,706578.240246835
"P00161",27326.7945901256,5973.99465041769,22435.3012159396,20017.4208057048,27299.112131388,5691.70356819805,21879.8483650412,24121.1924895524,25731.6061701062,26575.2403543274,4904.06210562501,13189.8542441086,62504.2211952909,218688.330530491,16086.4246178819
"P00162",157804.904718377,37581.812933014,80759.3397098555,101270.194518519,89025.0745189897,37608.249768108,45721.3345527371,81226.1032595941,79555.2851229023,100553.394989239,18089.2443433782,81998.571846115,226132.962643377,478293.776251356,73568.5307832591
"P00163",436838.732443201,100704.321364293,241978.455334371,280760.257227318,283947.409389128,101501.737883324,113922.790745726,182308.121296872,260487.357779044,273609.106596078,59401.8448376587,218035.61497868,475200.4055054,741604.960312145,232861.635528548
"P00164",611656.490073888,386737.350186284,475061.48012126,513436.080352224,422184.170014453,374594.0272742,158199.643039462,300476.333761805,617704.015920963,550268.509445739,163168.059351728,537530.097960588,890766.675477268,1265389.79164809,607819.60910468
"P00165",218801.260982198,52562.6606331748,122965.743670276,137562.75106868,153582.360965594,58854.8118437752,93445.4761270584,111738.575632564,134056.445074384,147897.15913287,32153.0820755161,87575.5361724757,328668.013084645,679078.442398755,102850.232108922
"P00166",894918.963221009,304839.685911987,605425.625424681,798437.596964546,501329.295336094,365701.222411131,197609.393254852,308098.397557243,531920.976480075,657427.738901424,169195.206693976,517813.694924495,914083.767011096,1072761.96024531,621580.246371835
"P00167",793191.306108781,169869.936462691,434267.477837607,501986.823815361,466087.192588824,142018.439598844,343212.287211194,428876.876255474,509285.3770301,453573.342119493,125944.899900157,296235.965578989,1010814.70441309,2112642.08783616,383847.468816137
"P00168",587365.673127209,177467.838180831,346118.915465939,490544.245484008,477817.58485385,173060.690925357,143596.774694752,245842.505622825,469732.434937039,350709.706537246,133936.735657664,312306.975455185,704924.98146878,830985.350823618,444333.765617581
"P00169",566470.455323005,131563.901838393,274810.256419815,297965.483644872,197460.846693491,142875.477314579,96208.7015373591,139651.436580861,311115.436178967,230541.193562416,58018.914129137,313642.817679038,538717.426750954,410120.863865721,320892.175839892
"P00170",1009310.89060113,391994.933077239,666339.352119604,1101966.49004629,746334.084609356,409451.027263945,219920.041460543,472850.075721245,565941.562008882,585021.429305718,188921.81003226,851877.892407688,1626825.081757,1237309.5148789,768788.061212578
"P00171",611019.824663648,163960.540141355,350636.393826284,476261.099136471,514222.830749059,159437.102129823,212891.468869565,334745.680029998,380886.369044004,430423.420084205,134249.175234853,377201.947415448,902840.286001255,1763224.34303778,271710.481152783
"P00172",1260968.83992489,574835.95577743,961140.841326191,973487.814528089,820854.108682456,589067.861866207,290801.815255115,416029.734006194,1241077.52184938,818157.885195384,285029.564880729,679154.572122063,1409193.84296366,1805520.42439602,1025978.61769088
